country_name,country_iso2,week,category,weekly_rank,show_title,season_title,cumulative_weeks_in_top_10,year
United States,US,2023-01-15,TV,9,The Circle,The Circle: Season 5,3,2023
United States,US,2023-01-15,TV,10,New Amsterdam,New Amsterdam: Season 2,1,2023
United States,US,2023-01-08,Films,1,Glass Onion: A Knives Out Mystery,,3,2023
United States,US,2023-01-08,Films,2,The Pale Blue Eye,,1,2023
United States,US,2023-01-08,Films,3,White Noise,,2,2023
United States,US,2023-01-08,Films,4,Trolls,,3,2023
United States,US,2023-01-08,Films,5,Roald Dahl's Matilda The Musical,,2,2023
United States,US,2023-01-08,Films,6,No Escape,,1,2023
United States,US,2023-01-08,Films,7,Life,,2,2023
United States,US,2023-01-08,Films,8,King Kong,,1,2023
United States,US,2023-01-08,Films,9,Sing 2,,21,2023
United States,US,2023-01-08,Films,10,The Longest Yard,,3,2023
United States,US,2023-01-08,TV,1,Ginny & Georgia,Ginny & Georgia: Season 2,1,2023
United States,US,2023-01-08,TV,2,Kaleidoscope,Kaleidoscope: Limited Series,1,2023
United States,US,2023-01-08,TV,3,Wednesday,Wednesday: Season 1,7,2023
United States,US,2023-01-08,TV,4,Ginny & Georgia,Ginny & Georgia: Season 1,1,2023
United States,US,2023-01-08,TV,5,New Amsterdam,New Amsterdam: Season 1,1,2023
United States,US,2023-01-08,TV,6,MADOFF: The Monster of Wall Street,MADOFF: The Monster of Wall Street: Limited Series,1,2023
United States,US,2023-01-08,TV,7,Emily in Paris,Emily in Paris: Season 3,3,2023
United States,US,2023-01-08,TV,8,The Recruit,The Recruit: Season 1,4,2023
United States,US,2023-01-08,TV,9,The Circle,The Circle: Season 5,2,2023
United States,US,2023-01-08,TV,10,The Walking Dead,The Walking Dead: Season 11,1,2023
United States,US,2023-01-01,Films,1,Glass Onion: A Knives Out Mystery,,2,2023
United States,US,2023-01-01,Films,2,Roald Dahl's Matilda The Musical,,1,2023
United States,US,2023-01-01,Films,3,The Invitation,,2,2023
United States,US,2023-01-01,Films,4,Trolls,,2,2023
United States,US,2023-01-01,Films,5,White Noise,,1,2023
United States,US,2023-01-01,Films,6,After Ever Happy,,1,2023
United States,US,2023-01-01,Films,7,Bullet Train,,5,2023
United States,US,2023-01-01,Films,8,Sing 2,,20,2023
United States,US,2023-01-01,Films,9,Side Effects,,1,2023
United States,US,2023-01-01,Films,10,The Bad Guys,,5,2023
United States,US,2023-01-01,TV,1,Wednesday,Wednesday: Season 1,6,2023
United States,US,2023-01-01,TV,2,Emily in Paris,Emily in Paris: Season 3,2,2023
United States,US,2023-01-01,TV,3,Treason,Treason: Limited Series,1,2023
United States,US,2023-01-01,TV,4,The Witcher: Blood Origin,The Witcher: Blood Origin: Limited Series,1,2023
United States,US,2023-01-01,TV,5,The Recruit,The Recruit: Season 1,3,2023
United States,US,2023-01-01,TV,6,Alice in Borderland,Alice in Borderland: Season 2,2,2023
United States,US,2023-01-01,TV,7,Harry & Meghan,Harry & Meghan: Limited Series,4,2023
United States,US,2023-01-01,TV,8,I AM A KILLER,I AM A KILLER: Season 4,2,2023
United States,US,2023-01-01,TV,9,Firefly Lane,Firefly Lane: Season 2,5,2023
United States,US,2023-01-01,TV,10,The Circle,The Circle: Season 5,1,2023
United States,US,2022-12-25,Films,1,Glass Onion: A Knives Out Mystery,,1,2022
United States,US,2022-12-25,Films,2,The Volcano: Rescue from Whakaari,,2,2022
United States,US,2022-12-25,Films,3,Bullet Train,,4,2022
United States,US,2022-12-25,Films,4,A Bad Moms Christmas,,1,2022
United States,US,2022-12-25,Films,5,Trolls,,1,2022
United States,US,2022-12-25,Films,6,The Christmas Chronicles,,4,2022
United States,US,2022-12-25,Films,7,Prisoners,,3,2022
United States,US,2022-12-25,Films,8,I Believe in Santa,,2,2022
United States,US,2022-12-25,Films,9,A Not So Merry Christmas,,1,2022
United States,US,2022-12-25,Films,10,The Invitation,,1,2022
United States,US,2022-12-25,TV,1,The Recruit,The Recruit: Season 1,2,2022
United States,US,2022-12-25,TV,2,Wednesday,Wednesday: Season 1,5,2022
United States,US,2022-12-25,TV,3,Emily in Paris,Emily in Paris: Season 3,1,2022
United States,US,2022-12-25,TV,4,Harry & Meghan,Harry & Meghan: Limited Series,3,2022
United States,US,2022-12-25,TV,5,I AM A KILLER,I AM A KILLER: Season 4,1,2022
United States,US,2022-12-25,TV,6,Sonic Prime,Sonic Prime: Season 1,2,2022
United States,US,2022-12-25,TV,7,Alice in Borderland,Alice in Borderland: Season 2,1,2022
United States,US,2022-12-25,TV,8,Firefly Lane,Firefly Lane: Season 2,4,2022
United States,US,2022-12-25,TV,9,Too Hot to Handle,Too Hot to Handle: Season 4,3,2022
United States,US,2022-12-25,TV,10,The Unbroken Voice,The Unbroken Voice: Season 1,4,2022
United States,US,2022-12-18,Films,1,Prisoners,,2,2022
United States,US,2022-12-18,Films,2,Bullet Train,,3,2022
United States,US,2022-12-18,Films,3,Guillermo del Toro’s Pinocchio,,2,2022
United States,US,2022-12-18,Films,4,I Believe in Santa,,1,2022
United States,US,2022-12-18,Films,5,Storks,,2,2022
United States,US,2022-12-18,Films,6,The Best of Me,,1,2022
United States,US,2022-12-18,Films,7,Emily the Criminal,,2,2022
United States,US,2022-12-18,Films,8,Burnt,,1,2022
United States,US,2022-12-18,Films,9,21 Jump Street,,5,2022
United States,US,2022-12-18,Films,10,The Volcano: Rescue from Whakaari,,1,2022
United States,US,2022-12-18,TV,1,Wednesday,Wednesday: Season 1,4,2022
United States,US,2022-12-18,TV,2,Harry & Meghan,Harry & Meghan: Limited Series,2,2022
United States,US,2022-12-18,TV,3,The Recruit,The Recruit: Season 1,1,2022
United States,US,2022-12-18,TV,4,Too Hot to Handle,Too Hot to Handle: Season 4,2,2022
United States,US,2022-12-18,TV,5,Firefly Lane,Firefly Lane: Season 2,3,2022
United States,US,2022-12-18,TV,6,Sonic Prime,Sonic Prime: Season 1,1,2022
United States,US,2022-12-18,TV,7,Don't Pick Up the Phone,Don't Pick Up the Phone: Limited Series,1,2022
United States,US,2022-12-18,TV,8,The Unbroken Voice,The Unbroken Voice: Season 1,3,2022
United States,US,2022-12-18,TV,9,Last Chance U: Basketball,Last Chance U: Basketball: Season 2,1,2022
United States,US,2022-12-18,TV,10,Firefly Lane,Firefly Lane: Season 1,3,2022
United States,US,2022-12-11,Films,1,Bullet Train,,2,2022
United States,US,2022-12-11,Films,2,Troll,,2,2022
United States,US,2022-12-11,Films,3,Emily the Criminal,,1,2022
United States,US,2022-12-11,Films,4,Prisoners,,1,2022
United States,US,2022-12-11,Films,5,Storks,,1,2022
United States,US,2022-12-11,Films,6,Guillermo del Toro’s Pinocchio,,1,2022
United States,US,2022-12-11,Films,7,Lady Chatterley's Lover,,2,2022
United States,US,2022-12-11,Films,8,21 Jump Street,,4,2022
United States,US,2022-12-11,Films,9,The Noel Diary,,3,2022
United States,US,2022-12-11,Films,10,My Name Is Vendetta,,2,2022
United States,US,2022-12-11,TV,1,Wednesday,Wednesday: Season 1,3,2022
United States,US,2022-12-11,TV,2,Harry & Meghan,Harry & Meghan: Limited Series,1,2022
United States,US,2022-12-11,TV,3,Firefly Lane,Firefly Lane: Season 2,2,2022
United States,US,2022-12-11,TV,4,Firefly Lane,Firefly Lane: Season 1,2,2022
United States,US,2022-12-11,TV,5,The Unbroken Voice,The Unbroken Voice: Season 1,2,2022
United States,US,2022-12-11,TV,6,Snack VS. Chef,Snack VS. Chef: Season 1,2,2022
United States,US,2022-12-11,TV,7,Too Hot to Handle,Too Hot to Handle: Season 4,1,2022
United States,US,2022-12-11,TV,8,Love Island USA,Love Island USA: Season 1,2,2022
United States,US,2022-12-11,TV,9,Dead to Me,Dead to Me: Season 3,4,2022
United States,US,2022-12-11,TV,10,Crime Scene: The Texas Killing Fields,Crime Scene: The Texas Killing Fields: Limited Series,2,2022
United States,US,2022-12-04,Films,1,Troll,,1,2022
United States,US,2022-12-04,Films,2,Bullet Train,,1,2022
United States,US,2022-12-04,Films,3,The Noel Diary,,2,2022
United States,US,2022-12-04,Films,4,My Name Is Vendetta,,1,2022
United States,US,2022-12-04,Films,5,Slumberland,,3,2022
United States,US,2022-12-04,Films,6,The Swimmers,,2,2022
United States,US,2022-12-04,Films,7,Where the Crawdads Sing,,4,2022
United States,US,2022-12-04,Films,8,Lady Chatterley's Lover,,1,2022
United States,US,2022-12-04,Films,9,Southpaw,,1,2022
United States,US,2022-12-04,Films,10,Ghislaine Maxwell: Filthy Rich,,2,2022
United States,US,2022-12-04,TV,1,Wednesday,Wednesday: Season 1,2,2022
United States,US,2022-12-04,TV,2,Crime Scene: The Texas Killing Fields,Crime Scene: The Texas Killing Fields: Limited Series,1,2022
United States,US,2022-12-04,TV,3,Firefly Lane,Firefly Lane: Season 2,1,2022
United States,US,2022-12-04,TV,4,1899,1899: Season 1,3,2022
United States,US,2022-12-04,TV,5,Dead to Me,Dead to Me: Season 3,3,2022
United States,US,2022-12-04,TV,6,The Unbroken Voice,The Unbroken Voice: Season 1,1,2022
United States,US,2022-12-04,TV,7,Love Island USA,Love Island USA: Season 1,1,2022
United States,US,2022-12-04,TV,8,The Crown,The Crown: Season 5,4,2022
United States,US,2022-12-04,TV,9,Firefly Lane,Firefly Lane: Season 1,1,2022
United States,US,2022-12-04,TV,10,Snack VS. Chef,Snack VS. Chef: Season 1,1,2022
United States,US,2022-11-27,Films,1,Slumberland,,2,2022
United States,US,2022-11-27,Films,2,The Noel Diary,,1,2022
United States,US,2022-11-27,Films,3,Where the Crawdads Sing,,3,2022
United States,US,2022-11-27,Films,4,The Bad Guys,,4,2022
United States,US,2022-11-27,Films,5,Falling for Christmas,,3,2022
United States,US,2022-11-27,Films,6,Christmas with You,,2,2022
United States,US,2022-11-27,Films,7,The Wonder,,2,2022
United States,US,2022-11-27,Films,8,The Swimmers,,1,2022
United States,US,2022-11-27,Films,9,Ghislaine Maxwell: Filthy Rich,,1,2022
United States,US,2022-11-27,Films,10,Sing 2,,19,2022
United States,US,2022-11-27,TV,1,Wednesday,Wednesday: Season 1,1,2022
United States,US,2022-11-27,TV,2,1899,1899: Season 1,2,2022
United States,US,2022-11-27,TV,3,Dead to Me,Dead to Me: Season 3,2,2022
United States,US,2022-11-27,TV,4,The Crown,The Crown: Season 5,3,2022
United States,US,2022-11-27,TV,5,"Pepsi, Where's My Jet?","Pepsi, Where's My Jet?: Limited Series",2,2022
United States,US,2022-11-27,TV,6,Manifest,Manifest: Season 4,4,2022
United States,US,2022-11-27,TV,7,Dead to Me,Dead to Me: Season 2,1,2022
United States,US,2022-11-27,TV,8,Dead to Me,Dead to Me: Season 1,1,2022
United States,US,2022-11-27,TV,9,Love Is Blind,Love Is Blind: Season 3,6,2022
United States,US,2022-11-27,TV,10,Our Universe,Our Universe: Limited Series,1,2022
United States,US,2022-11-20,Films,1,Where the Crawdads Sing,,2,2022
United States,US,2022-11-20,Films,2,Falling for Christmas,,2,2022
United States,US,2022-11-20,Films,3,Slumberland,,1,2022
United States,US,2022-11-20,Films,4,The Bad Guys,,3,2022
United States,US,2022-11-20,Films,5,R.I.P.D. 2: Rise of the Damned,,1,2022
United States,US,2022-11-20,Films,6,I Am Vanessa Guillen,,1,2022
United States,US,2022-11-20,Films,7,The Wonder,,1,2022
United States,US,2022-11-20,Films,8,Christmas with You,,1,2022
United States,US,2022-11-20,Films,9,Enola Holmes 2,,3,2022
United States,US,2022-11-20,Films,10,Capturing the Killer Nurse,,1,2022
United States,US,2022-11-20,TV,1,The Crown,The Crown: Season 5,2,2022
United States,US,2022-11-20,TV,2,1899,1899: Season 1,1,2022
United States,US,2022-11-20,TV,3,Dead to Me,Dead to Me: Season 3,1,2022
United States,US,2022-11-20,TV,4,Love Is Blind,Love Is Blind: Season 3,5,2022
United States,US,2022-11-20,TV,5,Manifest,Manifest: Season 4,3,2022
United States,US,2022-11-20,TV,6,Ancient Apocalypse,Ancient Apocalypse: Season 1,2,2022
United States,US,2022-11-20,TV,7,From Scratch,From Scratch: Limited Series,5,2022
United States,US,2022-11-20,TV,8,Manifest,Manifest: Season 1,11,2022
United States,US,2022-11-20,TV,9,Warrior Nun,Warrior Nun: Season 2,2,2022
United States,US,2022-11-20,TV,10,"Pepsi, Where's My Jet?","Pepsi, Where's My Jet?: Limited Series",1,2022
United States,US,2022-11-13,Films,1,Enola Holmes 2,,2,2022
United States,US,2022-11-13,Films,2,Falling for Christmas,,1,2022
United States,US,2022-11-13,Films,3,The Bad Guys,,2,2022
United States,US,2022-11-13,Films,4,Where the Crawdads Sing,,1,2022
United States,US,2022-11-13,Films,5,Hotel Transylvania 2,,2,2022
United States,US,2022-11-13,Films,6,Mile 22,,1,2022
United States,US,2022-11-13,Films,7,Captain Phillips,,1,2022
United States,US,2022-11-13,Films,8,Enola Holmes,,1,2022
United States,US,2022-11-13,Films,9,The Good Nurse,,3,2022
United States,US,2022-11-13,Films,10,Minions & More Volume 2,,1,2022
United States,US,2022-11-13,TV,1,The Crown,The Crown: Season 5,1,2022
United States,US,2022-11-13,TV,2,Love Is Blind,Love Is Blind: Season 3,4,2022
United States,US,2022-11-13,TV,3,Manifest,Manifest: Season 4,2,2022
United States,US,2022-11-13,TV,4,From Scratch,From Scratch: Limited Series,4,2022
United States,US,2022-11-13,TV,5,Manifest,Manifest: Season 1,10,2022
United States,US,2022-11-13,TV,6,Killer Sally,Killer Sally: Limited Series,2,2022
United States,US,2022-11-13,TV,7,Inside Man,Inside Man: Season 1,2,2022
United States,US,2022-11-13,TV,8,The Watcher,The Watcher: Season 1,5,2022
United States,US,2022-11-13,TV,9,Ancient Apocalypse,Ancient Apocalypse: Season 1,1,2022
United States,US,2022-11-13,TV,10,Warrior Nun,Warrior Nun: Season 2,1,2022
United States,US,2022-11-06,Films,1,The Bad Guys,,1,2022
United States,US,2022-11-06,Films,2,Enola Holmes 2,,1,2022
United States,US,2022-11-06,Films,3,The Good Nurse,,2,2022
United States,US,2022-11-06,Films,4,Hotel Transylvania 2,,1,2022
United States,US,2022-11-06,Films,5,All Quiet on the Western Front,,2,2022
United States,US,2022-11-06,Films,6,Oblivion,,1,2022
United States,US,2022-11-06,Films,7,The Takeover,,1,2022
United States,US,2022-11-06,Films,8,The School for Good and Evil,,3,2022
United States,US,2022-11-06,Films,9,Sing 2,,18,2022
United States,US,2022-11-06,Films,10,Man on a Ledge,,1,2022
United States,US,2022-11-06,TV,1,Love Is Blind,Love Is Blind: Season 3,3,2022
United States,US,2022-11-06,TV,2,From Scratch,From Scratch: Limited Series,3,2022
United States,US,2022-11-06,TV,3,Inside Man,Inside Man: Season 1,1,2022
United States,US,2022-11-06,TV,4,Manifest,Manifest: Season 4,1,2022
United States,US,2022-11-06,TV,5,Killer Sally,Killer Sally: Limited Series,1,2022
United States,US,2022-11-06,TV,6,The Watcher,The Watcher: Season 1,4,2022
United States,US,2022-11-06,TV,7,Guillermo del Toro's Cabinet of Curiosities,Guillermo del Toro's Cabinet of Curiosities: Season 1,2,2022
United States,US,2022-11-06,TV,8,Big Mouth,Big Mouth: Season 6,2,2022
United States,US,2022-11-06,TV,9,I AM A STALKER,I AM A STALKER: Season 1,2,2022
United States,US,2022-11-06,TV,10,Drink Masters,Drink Masters: Season 1,1,2022
United States,US,2022-10-30,Films,1,The Good Nurse,,1,2022
United States,US,2022-10-30,Films,2,The School for Good and Evil,,2,2022
United States,US,2022-10-30,Films,3,All Quiet on the Western Front,,1,2022
United States,US,2022-10-30,Films,4,Blade of the 47 Ronin,,1,2022
United States,US,2022-10-30,Films,5,The Chalk Line,,1,2022
United States,US,2022-10-30,Films,6,Sing 2,,17,2022
United States,US,2022-10-30,Films,7,Despicable Me 2,,13,2022
United States,US,2022-10-30,Films,8,The Curse of Bridge Hollow,,3,2022
United States,US,2022-10-30,Films,9,Luckiest Girl Alive,,4,2022
United States,US,2022-10-30,Films,10,The Stranger,,2,2022
United States,US,2022-10-30,TV,1,The Watcher,The Watcher: Season 1,3,2022
United States,US,2022-10-30,TV,2,From Scratch,From Scratch: Limited Series,2,2022
United States,US,2022-10-30,TV,3,Love Is Blind,Love Is Blind: Season 3,2,2022
United States,US,2022-10-30,TV,4,Guillermo del Toro's Cabinet of Curiosities,Guillermo del Toro's Cabinet of Curiosities: Season 1,1,2022
United States,US,2022-10-30,TV,5,DAHMER,DAHMER: Monster: The Jeffrey Dahmer Story,6,2022
United States,US,2022-10-30,TV,6,Unsolved Mysteries,Unsolved Mysteries: Volume 3,2,2022
United States,US,2022-10-30,TV,7,Big Mouth,Big Mouth: Season 6,1,2022
United States,US,2022-10-30,TV,8,I AM A STALKER,I AM A STALKER: Season 1,1,2022
United States,US,2022-10-30,TV,9,The Sinner,The Sinner: Season 4: Percy,3,2022
United States,US,2022-10-30,TV,10,Family Reunion,Family Reunion: Part 5,1,2022
United States,US,2022-10-23,Films,1,The School for Good and Evil,,1,2022
United States,US,2022-10-23,Films,2,The Curse of Bridge Hollow,,2,2022
United States,US,2022-10-23,Films,3,Luckiest Girl Alive,,3,2022
United States,US,2022-10-23,Films,4,Dracula Untold,,1,2022
United States,US,2022-10-23,Films,5,Blackout,,2,2022
United States,US,2022-10-23,Films,6,The Stranger,,1,2022
United States,US,2022-10-23,Films,7,Sing 2,,16,2022
United States,US,2022-10-23,Films,8,Megamind,,2,2022
United States,US,2022-10-23,Films,9,Despicable Me 2,,12,2022
United States,US,2022-10-23,Films,10,Last Seen Alive,,4,2022
United States,US,2022-10-23,TV,1,The Watcher,The Watcher: Season 1,2,2022
United States,US,2022-10-23,TV,2,DAHMER,DAHMER: Monster: The Jeffrey Dahmer Story,5,2022
United States,US,2022-10-23,TV,3,Love Is Blind,Love Is Blind: Season 3,1,2022
United States,US,2022-10-23,TV,4,From Scratch,From Scratch: Limited Series,1,2022
United States,US,2022-10-23,TV,5,The Sinner,The Sinner: Season 4: Percy,2,2022
United States,US,2022-10-23,TV,6,Unsolved Mysteries,Unsolved Mysteries: Volume 3,1,2022
United States,US,2022-10-23,TV,7,The Midnight Club,The Midnight Club: Season 1,3,2022
United States,US,2022-10-23,TV,8,The Blacklist,The Blacklist: Season 9,3,2022
United States,US,2022-10-23,TV,9,Gabriel Iglesias: Stadium Fluffy,,1,2022
United States,US,2022-10-23,TV,10,The Mole,The Mole: Season 1,1,2022
United States,US,2022-10-16,Films,1,Luckiest Girl Alive,,2,2022
United States,US,2022-10-16,Films,2,The Curse of Bridge Hollow,,1,2022
United States,US,2022-10-16,Films,3,Blackout,,1,2022
United States,US,2022-10-16,Films,4,Mr. Harrigan's Phone,,2,2022
United States,US,2022-10-16,Films,5,Megamind,,1,2022
United States,US,2022-10-16,Films,6,The Redeem Team,,2,2022
United States,US,2022-10-16,Films,7,Last Seen Alive,,3,2022
United States,US,2022-10-16,Films,8,Scooby-Doo 2: Monsters Unleashed,,1,2022
United States,US,2022-10-16,Films,9,Sing 2,,15,2022
United States,US,2022-10-16,Films,10,17 Again,,1,2022
United States,US,2022-10-16,TV,1,The Watcher,The Watcher: Season 1,1,2022
United States,US,2022-10-16,TV,2,DAHMER,DAHMER: Monster: The Jeffrey Dahmer Story,4,2022
United States,US,2022-10-16,TV,3,The Midnight Club,The Midnight Club: Season 1,2,2022
United States,US,2022-10-16,TV,4,The Blacklist,The Blacklist: Season 9,2,2022
United States,US,2022-10-16,TV,5,Conversations with a Killer: The Jeffrey Dahmer Tapes,Conversations with a Killer: The Jeffrey Dahmer Tapes: Limited Series,2,2022
United States,US,2022-10-16,TV,6,The Sinner,The Sinner: Season 4: Percy,1,2022
United States,US,2022-10-16,TV,7,Oddballs,Oddballs: Season 1,1,2022
United States,US,2022-10-16,TV,8,The Empress,The Empress: Season 1,3,2022
United States,US,2022-10-16,TV,9,The Great British Baking Show,The Great British Baking Show: Collection 10,3,2022
United States,US,2022-10-16,TV,10,Bling Empire,Bling Empire: Season 3,2,2022
United States,US,2022-10-09,Films,1,Last Seen Alive,,2,2022
United States,US,2022-10-09,Films,2,Luckiest Girl Alive,,1,2022
